"","id","male","job_number","year","urban","highest_grade","family_income","employer_id","hourly_pay","hours_worked","job_satisfaction","union","cohort","tenure","avg_age_job_year","white","religious","personality_2","personality_4","personality_6","personality_8","personality_10","personality_1","personality_3","personality_5","personality_7","personality_9"
"1687","4235 _97","0",1,2009,"1",16,10.7099857395825,200901,NA,0,0.5,0,"1997",1.08219178082192,27.458904109589,"0","1",2,2,5,2,2,7,6,7,6,6
"1688","4236 _97","0",1,2000,"1",12,10.5584394939645,200001,1.98979031972719,60,0.5,0,"1997",0.419178082191781,17.7904109589041,"0","1",4,7,6,1,1,6,6,5,7,6
"1689","4236 _97","0",2,2006,"1",13,11.1626443227619,200602,2.92890847649474,5,1,0,"1997",0.501369863013699,23.7493150684931,"0","1",4,7,6,1,1,6,6,5,7,6
"1690","4238 _97","0",1,2001,"1",12,6.00635315960173,200102,2.07348634464116,16,0.75,0,"1997",0.328767123287671,18.8356164383562,"0","1",1,5,4,2,2,5,7,5,6,7
"1691","4238 _97","0",1,2003,"1",14,7.39387829010776,200102,2.04057076729084,20,1,0,"1997",1,19.5,"0","1",1,5,4,2,2,5,7,5,6,7
"1692","4239 _97","1",2,2007,"1",16,NA,200702,3.62600621229543,4,1,0,"1997",0.747945205479452,22.6260273972603,"0","1",4,3,2,5,5,6,6,6,7,6
"1693","4240 _97","1",1,2003,"1",13,11.8930796026776,200302,2.30995784732346,40,0.5,NA,"1997",0.838356164383562,19.5808219178082,"0","1",4,3,3,5,1,7,6,7,6,6
"1694","4245 _97","1",1,2002,"1",10,11.5891881141393,200202,2.53404595934829,32,1,1,"1997",0.501369863013699,21.7493150684931,"0","1",4,3,4,5,6,3,5,6,4,6
"1695","4246 _97","0",1,2006,"0",12,10.842928244309,200602,2.51000568384302,40,0.5,0,"1997",0.504109589041096,22.7479452054795,"0","1",1,1,1,5,1,7,7,5,6,7
"1696","4256 _97","1",4,2008,"1",16,12.0099567832701,200602,2.61006979274201,20,0.75,1,"1997",0.331506849315069,23.8342465753425,"1","1",3,1,5,2,4,3,6,7,4,7
"1697","4259 _97","1",1,2001,"1",12,11.2170230310716,200102,2.76316950032329,43,0.5,0,"1997",0.753424657534247,19.6232876712329,"1","1",7,4,1,3,1,6,7,4,2,5
"1698","4265 _97","1",1,2001,"1",14,9.51051903575725,200102,2.81543865909427,40,1,0,"1997",0.336986301369863,19.8315068493151,"1","1",1,1,1,1,1,7,7,7,7,1
"1699","4265 _97","1",2,2002,"1",15,10.2449828666397,200102,2.797890905102,40,1,0,"1997",0.336986301369863,20.8315068493151,"1","1",1,1,1,1,1,7,7,7,7,1
"1700","4265 _97","1",1,2006,"1",17,9.38437770918244,200602,3.08305610172567,40,0.75,0,"1997",0.832876712328767,24.5835616438356,"1","1",1,1,1,1,1,7,7,7,7,1
"1701","4265 _97","1",1,2010,"1",18,11.8222540519481,201002,3.32082573100392,55,1,0,"1997",0.83013698630137,28.5849315068493,"1","1",1,1,1,1,1,7,7,7,7,1
"1702","4268 _97","1",2,2002,"1",11,NA,200201,0.0648509723196163,20,0.75,0,"1997",0.334246575342466,17.8328767123288,"1","1",4,5,4,2,3,6,5,6,3,5
"1703","4274 _97","1",1,2000,NA,10,10.8277662951325,200001,2.37954613413017,40,1,0,"1997",1,17.5,"1","1",3,2,2,1,2,5,7,5,4,6
"1704","4274 _97","1",1,2008,"1",11,11.3518290526268,200801,2.50143595173921,40,0.25,0,"1997",1.16986301369863,24.4150684931507,"1","1",3,2,2,1,2,5,7,5,4,6
"1705","4276 _97","0",1,1998,"1",12,11.7118664835853,9804,2.19195516276937,20,0.5,0,"1997",0.334246575342466,17.8328767123288,"1","1",5,4,2,2,2,6,6,4,7,5
"1706","4282 _97","0",1,2007,NA,16,NA,200701,3.00508836847802,40,1,0,"1997",0.419178082191781,21.7904109589041,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1707","4288 _97","1",1,2007,"1",16,NA,200703,2.92801002305761,40,1,0,"1997",0.504109589041096,24.7479452054795,"1","1",4,4,4,4,1,6,5,7,6,3
"1708","4291 _97","1",2,2000,"1",11,8.8538082749772,200002,1.93470474521315,75,1,1,"1997",0.331506849315069,19.8342465753425,"1","1",5,2,3,1,1,6,7,7,5,6
"1709","4294 _97","1",1,2009,"1",16,9.58610200071091,200902,2.77727771172591,60,0.75,0,"1997",0.334246575342466,26.8328767123288,"1","1",5,2,3,3,2,5,5,6,5,6
"1710","4296 _97","1",2,2005,"1",17,9.23317760587894,200502,2.45756971071271,24,0.75,0,"1997",0.501369863013699,21.7493150684931,"1","1",5,2,6,2,4,2,6,6,3,7
"1711","4296 _97","1",1,2013,"1",18,12.0824859260342,201302,3.7041079103321,40,0.75,0,"1997",1.58630136986301,29.2068493150685,"1","1",5,2,6,2,4,2,6,6,3,7
"1712","4297 _97","0",2,2003,NA,16,11.1954849703542,200303,2.95761495144086,40,0.75,0,"1997",0.419178082191781,22.7904109589041,"1","1",2,4,3,1,2,6,6,6,7,6
"1713","4297 _97","0",1,2007,"0",19,11.483609933136,200702,3.47932749225663,45,1,0,"1997",1.0027397260274,27.4986301369863,"1","1",2,4,3,1,2,6,6,6,7,6
"1714","4298 _97","0",1,2003,"0",14,12.7219070046125,200302,2.09801792725277,23,1,0,"1997",0.334246575342466,20.8328767123288,"1","1",6,3,7,2,4,5,6,2,6,3
"1715","4298 _97","0",1,2006,"1",16,10.7060719277944,200601,3.74967347334652,40,0.75,0,"1997",0.504109589041096,23.7479452054795,"1","1",6,3,7,2,4,5,6,2,6,3
"1716","4298 _97","0",1,2017,"0",20,11.8292022828771,201701,3.38732155612651,40,1,0,"1997",3.0027397260274,33.4986301369863,"1","1",6,3,7,2,4,5,6,2,6,3
"1717","4299 _97","1",1,2000,"1",12,8.63070043220983,200003,2.14053664103965,84,1,0,"1997",0.917808219178082,18.541095890411,"1","1",1,1,4,1,1,NA,7,4,3,4
"1718","4304 _97","0",1,2005,"1",16,10.3417747410115,200502,2.88832522072238,40,0.5,0,"1997",0.252054794520548,22.8739726027397,"1","1",3,4,2,3,3,4,5,6,6,4
"1719","4304 _97","0",1,2013,"1",18,10.6262178068877,201302,3.08171270263273,40,1,0,"1997",2.0027397260274,29.9986301369863,"1","1",3,4,2,3,3,4,5,6,6,4
"1720","4308 _97","0",1,2001,"1",11,8.13360209322102,200101,2.07348634464116,20,0.5,1,"1997",0.419178082191781,17.7904109589041,"0","1",4,4,5,4,3,5,6,7,7,5
"1721","4311 _97","1",1,2013,"0",12,11.4225849160688,201301,3.0755503406131,51,1,1,"1997",2.25479452054795,30.872602739726,"0","1",1,1,2,1,2,6,7,6,5,6
"1722","4312 _97","1",5,2017,"1",14,10.3215726920004,201703,2.87130219517581,40,1,0,"1997",0.915068493150685,34.5424657534247,"0","1",4,5,6,2,1,7,6,6,7,7
"1723","4314 _97","0",4,2006,"1",17,NA,200603,3.16167035109742,24,1,0,"1997",0.663013698630137,23.6684931506849,"0","1",1,5,2,1,1,7,7,7,7,7
"1724","4317 _97","1",1,2007,"1",10,0,200701,2.44495233428097,40,1,0,"1997",0.832876712328767,24.5835616438356,"0","1",2,1,7,1,3,2,6,7,7,7
"1725","4318 _97","0",1,1997,"1",8,NA,9701,NA,20,1,0,"1997",0.419178082191781,15.7904109589041,"0","1",4,7,7,1,2,4,7,7,7,7
"1726","4325 _97","0",1,2013,"1",14,10.7550477448384,201302,2.62263754547628,40,0.75,NA,"1997",1.4958904109589,29.2520547945205,"0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1727","4330 _97","0",3,2006,"1",12,10.9937483981152,200604,2.35327820730956,40,1,0,"1997",0.334246575342466,24.8328767123288,"0","1",4,4,4,3,2,7,6,7,6,7
"1728","4331 _97","1",2,2010,"1",14,11.3709585935246,201002,3.17345996133772,40,1,1,"1997",0.915068493150685,27.5424657534247,"0","1",4,3,2,2,2,5,7,6,6,6
"1729","4331 _97","1",1,2013,"1",14,11.4315635541975,201002,3.14754737088777,40,0.75,1,"1997",2.08493150684932,29.9575342465753,"0","1",4,3,2,2,2,5,7,6,6,6
"1730","4338 _97","0",1,2009,"1",13,11.3905431186814,200901,2.48009509279078,50,0.75,0,"1997",0.586301369863014,24.7068493150685,"1","1",3,2,1,2,2,7,7,4,5,5
"1731","4340 _97","0",1,2000,NA,12,11.5617251529038,200002,2.10535292346434,12,1,0,"1997",0.504109589041096,17.7479452054795,"1","1",5,4,2,5,2,6,5,6,6,5
"1732","4340 _97","0",1,2005,"1",17,8.50936261230105,200502,3.7898824897303,40,1,1,"1997",0.589041095890411,22.7054794520548,"1","1",5,4,2,5,2,6,5,6,6,5
"1733","4340 _97","0",1,2007,"1",16,11.5865568950244,200702,3.05648394612267,50,0.5,0,"1997",0.334246575342466,24.8328767123288,"1","1",5,4,2,5,2,6,5,6,6,5
"1734","4340 _97","0",1,2009,NA,16,NA,200902,2.82556060700589,45,1,0,"1997",0.504109589041096,26.7479452054795,"1","1",5,4,2,5,2,6,5,6,6,5
"1735","4345 _97","0",1,1998,"1",11,NA,9804,2.14832607396497,20,0.5,0,"1997",0.419178082191781,16.7904109589041,"1","1",1,2,4,4,1,6,6,7,7,3
"1736","4347 _97","1",2,2003,"1",12,NA,200302,2.3060789822483,40,0.75,0,"1997",0.252054794520548,18.8739726027397,"1","1",5,7,1,5,1,5,7,7,4,5
"1737","4349 _97","1",1,2002,"1",11,11.685693195626,200202,2.60878956183131,20,1,0,"1997",0.832876712328767,19.5835616438356,"1","0",4,3,1,1,2,6,7,7,6,7
"1738","4352 _97","1",1,2002,NA,11,0,200201,0.149109422587841,40,0,0,"1997",0.249315068493151,21.8753424657534,"0","1",2,1,7,1,2,2,6,7,7,5
"1739","4352 _97","1",1,2017,"1",12,5.28320372873799,201701,0.280204182595822,35,0.75,0,"1997",1.91506849315068,36.0424657534247,"0","1",2,1,7,1,2,2,6,7,7,5
"1740","4353 _97","0",2,2009,"1",15,10.9088325732338,200902,2.25255415938848,13,0.75,0,"1997",1.24931506849315,28.3753424657534,"0","1",4,3,5,1,3,5,7,6,7,4
"1741","4353 _97","0",2,2010,"1",16,11.7859471217644,201003,2.86110313577052,40,0.75,0,"1997",0.419178082191781,29.7904109589041,"0","1",4,3,5,1,3,5,7,6,7,4
"1742","4354 _97","1",3,2004,"1",15,9.79372848854339,200402,2.16102152867226,18,0.5,1,"1997",0.583561643835616,23.7082191780822,"0","1",6,7,7,NA,4,5,4,7,5,7
"1743","4356 _97","1",1,2008,"1",12,10.5023515257749,200802,2.8142103969306,40,0.5,NA,"1997",0.419178082191781,23.7904109589041,"1","1",5,5,1,5,7,6,3,1,5,4
"1744","4356 _97","1",1,2017,"1",12,11.0619555400242,201703,2.97654945413722,40,0.75,0,"1997",1.91780821917808,32.041095890411,"1","1",5,5,1,5,7,6,3,1,5,4
"1745","4357 _97","0",2,2008,"1",12,10.9427977194989,200802,2.64645844509557,15,0.5,0,"1997",0.586301369863014,26.7068493150685,"0","1",4,5,4,3,4,5,7,4,5,5
"1746","4357 _97","0",1,2015,"1",13,11.5426881299255,201502,3.22039467083747,40,1,0,"1997",1.25205479452055,33.3739726027397,"0","1",4,5,4,3,4,5,7,4,5,5
"1747","4358 _97","0",1,2002,"1",10,10.4999861580403,200202,2.66722820658195,42,0.5,0,"1997",0.249315068493151,18.8753424657534,"0","1",1,5,5,1,3,7,7,3,7,6
"1748","4358 _97","0",1,2006,NA,11,10.5059986128366,200601,2.3811651931169,45,1,0,"1997",0.495890410958904,22.7520547945205,"0","1",1,5,5,1,3,7,7,3,7,6
"1749","4366 _97","0",1,2015,"1",14,11.4395049487722,201502,2.73780963046598,40,1,0,"1997",1.58630136986301,33.2068493150685,"0","1",2,2,1,3,2,7,7,6,6,6
"1750","4369 _97","0",2,2000,"1",11,11.6262630788088,200001,2.27726728500976,30,0.75,0,"1997",0.334246575342466,16.8328767123288,"1","1",2,2,1,5,5,6,6,7,6,6
"1751","4370 _97","0",1,1998,"1",11,NA,9801,2.16533249956767,20,1,0,"1997",0.252054794520548,16.8739726027397,"1","1",5,6,5,1,5,6,7,5,7,5
"1752","4370 _97","0",1,2000,"1",12,10.463131911492,200001,2.27726728500976,26,0.5,1,"1997",0.586301369863014,18.7068493150685,"1","1",5,6,5,1,5,6,7,5,7,5
"1753","4370 _97","0",1,2004,"1",16,8.2601308468984,200404,2.02709506130763,8,1,0,"1997",0.504109589041096,22.7479452054795,"1","1",5,6,5,1,5,6,7,5,7,5
"1754","4370 _97","0",2,2004,"1",16,8.2601308468984,9801,2.33020026002702,50,1,0,"1997",0.419178082191781,22.7904109589041,"1","1",5,6,5,1,5,6,7,5,7,5
"1755","4370 _97","0",1,2007,"1",17,8.97590834489212,9801,2.54160199346455,15,1,0,"1997",0.663013698630137,25.6684931506849,"1","1",5,6,5,1,5,6,7,5,7,5
"1756","4371 _97","0",2,2013,"1",16,10.7215257802118,201301,2.73231996007495,40,0.25,0,"1997",0.753424657534247,30.6232876712329,"0","1",5,3,2,5,1,3,5,6,6,5
"1757","4372 _97","0",1,2002,"1",12,10.6019804194208,200203,2.35015546590146,12,0.75,0,"1997",0.334246575342466,18.8328767123288,"0","1",3,3,4,2,3,5,6,5,6,6
"1758","4372 _97","0",1,2005,"1",15,NA,200501,2.76506045581899,20,1,0,"1997",3.50684931506849,20.2465753424658,"0","1",3,3,4,2,3,5,6,5,6,6
"1759","4373 _97","0",1,2002,"1",11,0,200201,1.33162695977758,24,0.5,0,"1997",0.501369863013699,17.7493150684931,"0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1760","4374 _97","1",1,2011,"1",12,10.5956592574744,201102,2.59674613154354,40,0.75,0,"1997",0.586301369863014,27.7068493150685,"0","1",5,3,5,3,1,5,6,3,2,7
"1761","4377 _97","0",1,1999,"1",11,12.2896828283442,199902,2.30258509299405,5,1,0,"1997",0.419178082191781,16.7904109589041,"1","1",5,5,2,5,2,7,6,7,6,6
"1762","4378 _97","1",1,1998,"1",10,NA,9801,2.16533249956767,30,0.75,0,"1997",1.16712328767123,16.4164383561644,"0","1",6,2,7,2,4,4,7,5,4,6
"1763","4378 _97","1",1,2000,"1",12,10.8277662951325,200001,1.86128553187667,48,0.75,1,"1997",0.419178082191781,18.7904109589041,"0","1",6,2,7,2,4,4,7,5,4,6
"1764","4380 _97","0",1,2005,"1",16,8.30176976311717,200504,1.1498122453665,40,0.75,NA,"1997",0.668493150684932,23.6657534246575,"0","1",2,3,5,3,7,6,6,7,5,NA
"1765","4386 _97","1",2,1998,"1",9,NA,9801,2.28442112236637,40,0.75,0,"1997",0.671232876712329,16.6643835616438,"0","1",6,3,2,2,6,7,7,6,5,5
"1766","4387 _97","1",1,2015,"1",12,9.7509771933138,201502,2.93257945854872,40,1,0,"1997",0.832876712328767,30.5835616438356,"1","1",6,1,1,2,1,6,7,7,3,7
"1767","4392 _97","0",3,2013,"1",14,NA,201302,2.42480272571829,40,1,0,"1997",2.42191780821918,29.7890410958904,"0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1768","4393 _97","0",1,2004,"1",12,10.1147609312799,200402,2.29857707159651,20,1,0,"1997",0.504109589041096,23.7479452054795,"0","1",6,2,1,2,1,4,2,2,2,2
"1769","4394 _97","0",1,1998,"1",11,NA,9803,1.71505839429778,10,1,0,"1997",0.753424657534247,17.6232876712329,"0","1",7,7,3,7,4,7,7,7,7,7
"1770","4398 _97","0",1,2007,"0",12,NA,200702,3.00682551539194,41,1,0,"1997",0.586301369863014,23.7068493150685,"0","1",4,4,3,5,4,6,6,5,4,2
"1771","4400 _97","0",1,2015,"0",12,9.91348738711446,201502,2.40694510831829,40,0.75,0,"1997",1.66301369863014,33.1684931506849,"0","1",6,2,6,2,6,7,7,6,6,7
"1772","4401 _97","1",1,2011,"1",8,0,201102,2.55567572067621,40,1,1,"1997",0.252054794520548,28.8739726027397,"0","1",NA,5,5,5,4,1,6,6,6,2
"1773","4401 _97","1",1,2015,"1",8,11.4175262812052,201102,3.00518743232475,40,0.75,0,"1997",2.5041095890411,31.7479452054795,"0","1",NA,5,5,5,4,1,6,6,6,2
"1774","4403 _97","1",1,2001,"1",8,10.6256108413326,9801,2.13120347623843,15,0.75,1,"1997",0.252054794520548,17.8739726027397,"0","1",1,5,1,1,2,2,6,7,4,3
"1775","4405 _97","1",2,2015,"1",20,10.3834724527504,201501,2.70255513082023,60,0.75,0,"1997",1,31.5,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1776","4406 _97","0",1,2001,"1",12,11.498397949773,200103,2.4091948280523,10,0.75,0,"1997",0.334246575342466,18.8328767123288,"1","1",6,5,4,2,5,2,6,4,4,2
"1777","4406 _97","0",1,2003,"1",14,8.55660619377307,200302,2.24601474150565,35,1,0,"1997",0.252054794520548,20.8739726027397,"1","1",6,5,4,2,5,2,6,4,4,2
"1778","4407 _97","1",1,2010,"1",16,11.6667703837716,201002,3.44646388470558,40,0.5,0,"1997",1,26.5,"1","1",4,2,4,2,2,4,6,6,4,5
"1779","4409 _97","0",1,2010,"0",16,NA,201002,2.68273239311792,20,1,1,"1997",5.16986301369863,25.4150684931507,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1780","4412 _97","0",2,2003,"1",15,9.52156805800298,200304,1.53190870992486,15,1,0,"1997",0.747945205479452,19.6260273972603,"1","1",1,2,6,1,4,5,7,4,7,7
"1781","4412 _97","0",3,2005,"1",16,10.6269456795907,200502,1.95319781510559,30,0.5,0,"1997",0.167123287671233,21.9164383561644,"1","1",1,2,6,1,4,5,7,4,7,7
"1782","4416 _97","1",2,2005,"1",16,10.4000418232645,200501,2.39059597031676,16,1,0,"1997",0.246575342465753,22.8767123287671,"0","1",5,5,5,2,1,6,7,7,7,5
"1783","4417 _97","0",1,2005,"0",11,10.3415747274615,200204,2.35593626849104,40,0.5,0,"1997",0.83013698630137,24.5849315068493,"1","1",6,4,1,5,6,7,7,6,7,5
"1784","4418 _97","0",2,2010,"1",18,10.9059743291069,201003,3.08925449227173,40,1,0,"1997",0.252054794520548,28.8739726027397,"1","1",5,4,1,2,1,7,7,6,7,4
"1785","4419 _97","0",1,2005,"1",14,9.9992976073821,200502,2.82785785250692,40,1,0,"1997",0.419178082191781,20.7904109589041,"1","1",4,3,7,3,2,4,6,6,6,7
"1786","4423 _97","0",2,2006,"1",16,10.6512649537472,200603,2.95092840354606,50,0.5,0,"1997",0.419178082191781,22.7904109589041,"0","1",5,2,2,5,1,7,5,7,7,6
"1787","4423 _97","0",1,2011,NA,16,10.8883830272517,201101,NA,30,1,0,"1997",1.33424657534247,27.3328767123288,"0","1",5,2,2,5,1,7,5,7,7,6
"1788","4425 _97","1",2,2001,"1",11,NA,200101,2.37838805640955,15,1,0,"1997",1.25205479452055,17.3739726027397,"0","1",1,5,3,1,1,5,7,5,3,5
"1789","4425 _97","1",1,2006,"1",13,NA,200602,2.21781121094461,21,0,0,"1997",1,21.5,"0","1",1,5,3,1,1,5,7,5,3,5
"1790","4427 _97","0",1,2006,"1",18,10.161360979038,200602,2.55722731136763,9,0.75,0,"1997",0.501369863013699,25.7493150684931,"0","1",2,3,3,2,5,5,5,5,6,5
"1791","4428 _97","0",5,2006,"1",18,11.5005593183827,200601,2.46044317760963,32,1,0,"1997",1.41917808219178,24.2904109589041,"0","1",5,2,1,1,1,7,7,6,7,5
"1792","4430 _97","0",2,2003,"1",12,10.6965026922443,200301,2.88480071284671,12,0.75,0,"1997",0.252054794520548,21.8739726027397,"1","1",2,2,5,1,2,5,7,7,7,5
"1793","4434 _97","0",1,2010,"1",14,10.3744825651989,201003,2.91215499329864,40,1,0,"1997",0.419178082191781,26.7904109589041,"0","1",1,1,3,1,6,7,7,7,7,7
"1794","4437 _97","1",2,2005,"1",15,7.30586003268401,200501,2.22419102556603,16,1,NA,"1997",0.501369863013699,20.7493150684931,"0","1",3,2,4,1,1,5,7,7,5,7
"1795","4443 _97","0",1,2005,"1",15,9.59526257885302,200503,2.53322051006655,25,1,0,"1997",0.504109589041096,22.7479452054795,"1","1",2,3,1,5,1,6,4,7,5,3
"1796","4443 _97","0",1,2006,"1",15,9.49769739160402,200602,2.32459117325666,15,0.5,0,"1997",0.501369863013699,23.7493150684931,"1","1",2,3,1,5,1,6,4,7,5,3
"1797","4447 _97","0",1,2004,"1",15,NA,200401,2.47915681780739,20,1,0,"1997",0.501369863013699,20.7493150684931,"1","1",3,2,5,3,3,5,7,7,5,6
"1798","4447 _97","0",1,2013,"1",20,10.9464814174412,201301,2.87219081495882,60,0.75,1,"1997",2.08493150684932,28.9575342465753,"1","1",3,2,5,3,3,5,7,7,5,6
"1799","4448 _97","1",2,2003,"0",13,9.94275634145683,200302,2.74219394566905,40,1,0,"1997",0.252054794520548,19.8739726027397,"1","1",2,2,5,2,3,5,6,6,6,6
"1800","4448 _97","1",1,2004,"1",14,9.32375833901174,200302,2.7409948506486,45,1,0,"1997",0.252054794520548,20.8739726027397,"1","1",2,2,5,2,3,5,6,6,6,6
"1801","4448 _97","1",1,2007,"1",17,12.119416659927,200302,2.74887219562247,40,0.75,0,"1997",0.586301369863014,23.7068493150685,"1","1",2,2,5,2,3,5,6,6,6,6
"1802","4448 _97","1",1,2008,"0",17,9.79372848854339,200801,2.72654478373837,40,0.5,0,"1997",0.419178082191781,24.7904109589041,"1","1",2,2,5,2,3,5,6,6,6,6
"1803","4448 _97","1",1,2009,"0",17,10.9078074765836,200902,2.82622427140569,40,1,0,"1997",0.663013698630137,25.6684931506849,"1","1",2,2,5,2,3,5,6,6,6,6
"1804","4448 _97","1",1,2013,"1",17,12.0063501670349,201302,3.15108080709652,45,0.75,0,"1997",1.5013698630137,29.2493150684931,"1","1",2,2,5,2,3,5,6,6,6,6
"1805","4450 _97","1",1,2004,"1",13,8.16650031915505,200401,2.44755086324423,25,0.75,0,"1997",0.917808219178082,19.541095890411,"1","1",2,1,6,2,5,6,6,7,6,7
"1806","4450 _97","1",1,2006,"1",15,9.02773877597491,200401,2.48553145455684,25,0.75,0,"1997",0.501369863013699,21.7493150684931,"1","1",2,1,6,2,5,6,6,7,6,7
"1807","4450 _97","1",1,2008,"0",16,10.1128939801388,200802,NA,NA,1,0,"1997",5.50684931506849,21.2465753424658,"1","1",2,1,6,2,5,6,6,7,6,7
"1808","4457 _97","1",2,2003,"1",13,12.0376599110475,200302,2.68444033546308,45,0.75,0,"1997",0.252054794520548,19.8739726027397,"0","1",5,2,1,2,1,7,7,7,6,7
"1809","4459 _97","0",3,2000,"1",13,11.4421917934555,200003,2.59972232421658,20,1,0,"1997",0.419178082191781,18.7904109589041,"1","1",2,2,2,2,3,5,6,6,6,7
"1810","4459 _97","0",1,2002,"1",13,11.5377253888757,200202,2.40243042796376,36,1,0,"1997",0.419178082191781,20.7904109589041,"1","1",2,2,2,2,3,5,6,6,6,7
"1811","4460 _97","1",3,2013,"1",17,11.3193528517463,201302,2.74232279504431,60,0.25,1,"1997",0.832876712328767,29.5835616438356,"1","1",3,1,1,3,2,7,6,7,6,7
"1812","4463 _97","1",1,2013,"1",11,10.0244840860398,201301,2.42480272571829,60,0.5,1,"1997",0.832876712328767,30.5835616438356,"1","1",5,7,6,2,2,3,6,6,5,5
"1813","4468 _97","1",1,2009,"1",12,11.269806221385,200902,0.507299413989432,40,1,0,"1997",0.915068493150685,27.5424657534247,"1","1",6,2,1,7,2,3,7,7,5,7
"1814","4473 _97","0",5,2005,NA,16,NA,200503,2.16905370036952,16,0.75,0,"1997",0.498630136986301,24.7506849315069,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1815","4478 _97","0",1,2000,"1",13,11.7605742942556,200002,2.22570404865809,20,0.75,0,"1997",1.0027397260274,18.4986301369863,"1","1",3,7,1,1,2,7,6,5,6,3
"1816","4478 _97","0",2,2002,"1",14,10.033682134194,200201,2.0669893337406,10,0.5,0,"1997",0.419178082191781,20.7904109589041,"1","1",3,7,1,1,2,7,6,5,6,3
"1817","4479 _97","1",2,2008,"1",16,10.065696534005,200802,2.50143595173921,20,0.5,0,"1997",0.331506849315069,23.8342465753425,"1","1",5,5,3,3,3,6,6,4,5,5
"1818","4482 _97","1",1,2011,"1",12,11.1312251245033,201101,2.7638506562965,15,0.5,0,"1997",0.336986301369863,30.8315068493151,"0","1",3,2,4,1,1,7,7,5,7,7
"1819","4490 _97","0",1,2017,"1",20,11.7317476928009,201702,2.69716449959294,40,0.75,0,"1997",1.91780821917808,33.041095890411,"0","1",3,2,3,3,3,6,6,6,6,6
"1820","4492 _97","1",1,2007,"1",12,NA,200702,3.15696212254439,40,0.75,0,"1997",0.915068493150685,26.5424657534247,"0","1",5,7,7,1,4,6,7,7,7,3
"1821","4510 _97","0",2,2001,"1",12,11.53860295826,200102,2.17048125236071,12,0.75,0,"1997",0.334246575342466,17.8328767123288,"0","1",3,2,6,2,3,4,6,6,6,4
"1822","4512 _97","0",1,2002,"1",14,9.22207129485188,200203,2.56955412384829,25,0.5,0,"1997",0.249315068493151,19.8753424657534,"1","1",1,5,6,1,3,3,7,6,7,6
"1823","4513 _97","1",1,2006,"1",12,10.7166818704055,200602,2.7021059020446,40,1,1,"1997",0.832876712328767,24.5835616438356,"1","1",6,4,5,4,1,5,6,6,5,6
"1824","4514 _97","1",1,2007,"1",13,10.2836690401098,200701,3.02800583410429,40,1,NA,"1997",0.915068493150685,23.5424657534247,"1","1",5,5,4,3,2,5,6,5,6,5
"1825","4516 _97","1",1,2008,"1",12,12.1972387412409,200801,3.10368941505908,40,1,1,"1997",0.413698630136986,26.7931506849315,"0","0",5,4,1,1,1,6,6,7,7,4
"1826","4525 _97","1",1,2002,"1",11,12.1443557398889,200202,2.46243947573798,40,1,0,"1997",0.334246575342466,17.8328767123288,"1","1",3,2,3,5,2,6,5,6,6,4
"1827","4525 _97","1",1,2003,"1",12,NA,200202,NA,20,1,0,"1997",0.586301369863014,18.7068493150685,"1","1",3,2,3,5,2,6,5,6,6,4
"1828","4533 _97","1",1,2006,"1",14,11.7404275042614,200603,2.76023776218075,40,1,0,"1997",0.504109589041096,24.7479452054795,"1","1",3,1,2,1,4,4,7,5,4,6
"1829","4536 _97","0",1,2000,"1",12,11.4147722475618,200004,2.47586590513585,27,0.75,0,"1997",0.334246575342466,17.8328767123288,"1","1",2,2,3,3,2,6,6,6,5,6
"1830","4536 _97","0",1,2008,"1",16,11.1401356569986,200801,2.87919845729804,40,0.5,0,"1997",0.252054794520548,25.8739726027397,"1","1",2,2,3,3,2,6,6,6,5,6
"1831","4546 _97","1",2,2015,"1",12,11.6626463477181,201502,2.57413778351594,40,1,1,"1997",0.915068493150685,32.5424657534247,"1","1",1,1,1,1,1,7,7,7,7,7
"1832","4547 _97","1",1,2001,NA,14,NA,200101,2.2082744135228,10,0.75,0,"1997",0.83013698630137,19.5849315068493,"1","1",6,1,2,3,2,5,6,7,5,6
"1833","4547 _97","1",1,2015,"1",20,10.1465709766299,201503,3.09507069273329,35,1,0,"1997",1.25205479452055,33.3739726027397,"1","1",6,1,2,3,2,5,6,7,5,6
"1834","4550 _97","0",2,2004,"1",14,11.789351930066,200403,1.69876660237889,20,1,0,"1997",0.334246575342466,19.8328767123288,"1","1",2,2,2,3,4,7,7,7,7,7
"1835","4550 _97","0",2,2006,"0",16,10.7837717602129,200604,2.80154054418955,40,1,0,"1997",0.334246575342466,21.8328767123288,"1","1",2,2,2,3,4,7,7,7,7,7
"1836","4550 _97","0",3,2006,"0",16,10.7837717602129,200602,2.48453991588267,20,0.75,0,"1997",0.328767123287671,21.8356164383562,"1","1",2,2,2,3,4,7,7,7,7,7
